"trans_date_trans_time","cc_num","merchant","category","amt","first","last","street","city","state","zip","lat","long","city_pop","job","dob","trans_num","unix_time","merch_lat","merch_long","is_fraud"
"2019-09-07 19:25:58",4653879239169997,"fraud_Lubowitz-Walter","kids_pets",245.66,"Monica","Tucker","302 Christina Islands","Smiths Grove","KY",42171,37.0581,-86.1938,6841,"""Therapist, sports""","1999-06-06","0b0189cf5d6ee1bf2581e3fd1134fce6",1347045958,37.860746,-86.074689,0
"2020-02-17 08:32:06",4069975342931683,"fraud_Corwin-Collins","gas_transport",52.12,"Kimberly","Martin","1943 Dennis Inlet Suite 145","Hurricane","WV",25526,38.4257,-81.9943,21902,"Sub","1980-09-18","632918f3c54f7bffc9addfd6c1952756",1361089926,38.303656,-81.393772,0
"2020-05-26 20:41:34",30118423745458,"""fraud_Yost, Schamberger and Windler""","kids_pets",25.33,"Jared","Velazquez","01479 Murray Circle","Matawan","NJ",7747,40.4109,-74.238,30770,"Drilling engineer","1993-04-29","54b6422398a0cbf32c113846a9c95d73",1369600894,40.180654,-73.331984,0
"2019-07-27 02:51:51",348379466427142,"fraud_Padberg-Welch","grocery_pos",82.19,"Michael","Rowe","7428 Martinez Flats","Melbourne","FL",32935,28.1384,-80.6524,139650,"Database administrator","1957-01-23","2987d66a92b1768923a465f4d523a6fa",1343357511,28.283881,-80.184469,0
"2019-07-16 17:16:54",4229733778084049,"fraud_Ratke and Sons","health_fitness",24.34,"Tyler","Mills","7838 Jason Squares","Elizabethtown","KY",42701,37.6848,-85.8784,48194,"Surgeon","1990-05-03","afe2bd77db8d302c6010e954ce9d8b38",1342459014,36.959434,-86.626662,0
"2020-05-13 13:29:39",4342532437704183,"fraud_Kirlin and Sons","personal_care",19.41,"Kevin","Elliott","1852 Vincent Isle Suite 328","Newark Valley","NY",13811,42.2281,-76.1625,4354,"Further education lecturer","1994-02-16","47af2cdc082118d604bd51b60ebd8c78",1368451779,41.86814,-75.532449,0
"2020-03-01 23:16:30",213141712584544,"fraud_Leannon-Ward","food_dining",39.23,"Margaret","Curtis","742 Oneill Shore","Florence","MS",39073,32.153,-90.1217,19685,"Fine artist","1984-12-24","ed536b965f262cb068991c8783d34f19",1362179790,32.065454,-89.50861,0
"2020-02-05 04:21:42",4651007077623147,"fraud_Heidenreich PLC","grocery_pos",139.64,"Andrea","Lewis","43075 Cohen Shoals","Ashford","WA",98304,46.7531,-121.9898,759,"Video editor","1956-09-14","97b3a0ca77021cb6d84f6e400f4e56ec",1360038102,46.469604,-121.848087,0
"2019-01-13 19:55:14",4715741951931169000,"fraud_Heaney-Marquardt","entertainment",7.47,"Robert","Drake","463 Willie Estates","Burbank","OK",74633,36.6966,-96.7869,471,"Sub","1941-03-30","2d1428a9dc202f026cbd4281019655e5",1326484514,36.319949,-95.913863,0
"2020-04-07 07:40:48",3531129874770000,"""fraud_Heller, Gutmann and Zieme""","grocery_pos",203.6,"Shelby","Mitchell","974 Cindy Stream","Brandon","VT",5733,43.8065,-73.0882,5895,"""Scientist, marine""","1975-07-13","e7e311cd8ba48e15e9e04fb32ab3d37a",1365320448,43.852911,-72.77301,0
"2020-03-24 12:22:07",6011893664860915,"fraud_Monahan-Morar","personal_care",5.73,"Erin","Chavez","3379 Williams Common","Littleton","CO",80120,39.5994,-105.0044,320420,"Water engineer","1975-07-31","2e8cd19929409232b6c04ccd2e4cedb3",1364127727,39.334016,-104.413661,0
"2019-05-23 21:58:00",639095706599,"""fraud_Pouros, Walker and Spencer""","kids_pets",69.98,"Kyle","Wilkinson","93970 Trujillo Causeway","Curlew","IA",50527,42.9633,-94.7975,223,"Estate manager/land agent","1939-04-14","1cf322f79e1806ccd3e070e013b8d7b7",1337810280,42.809052,-95.696531,0
"2020-04-27 10:59:05",213107169859697,"fraud_Kemmer-Reinger","grocery_net",51.46,"Megan","Fernandez","77127 Paul Station Apt. 495","Woods Cross","UT",84087,40.8874,-111.9027,13983,"Insurance broker","1979-08-14","3a07fba3f38c810ef6bc3f20aa16a521",1367060345,41.591681,-111.841071,0
"2020-03-02 17:08:18",213175487106448,"fraud_Bernhard-Lesch","food_dining",32.83,"Diane","Jackson","682 Mills Way Apt. 814","Rule","TX",79548,33.0771,-99.959,932,"""Physicist, medical""","1954-12-10","3e6f8f367b42bbb50436451251d14de0",1362244098,32.908438,-99.262697,0
"2019-11-06 16:07:59",370612217861404,"fraud_Terry Ltd","home",57.76,"Amanda","Fitzgerald","298 Kayla Lights","Bristol","PA",19007,40.1159,-74.8536,21125,"""Administrator, charities/voluntary organisations""","1985-05-25","a05330b7c168208c382247bfb5a804c5",1352218079,40.043538,-75.339902,0
"2020-04-10 21:25:18",4538566639857,"fraud_Thiel Ltd","travel",6.03,"Jerry","Kelly","3539 Mckenzie Stream","Fairview","NJ",7022,40.817,-74,13835,"""Programmer, multimedia""","1967-05-28","abb9b0d5f8f2fb0ebb61b676c5fa3da8",1365629118,40.030748,-74.885653,0
"2019-07-03 22:47:26",4561368699336875,"fraud_Kirlin and Sons","personal_care",13.74,"Pamela","Lewis","653 Jessica Extension Apt. 668","Clifton","SC",29324,34.9906,-81.8327,167,"Museum/gallery conservator","1988-11-01","7e4528be5de566e0f4f8c6a007029686",1341355646,35.733318,-81.507589,0
"2020-04-28 06:42:21",372382441451095,"""fraud_Nienow, Ankunding and Collier""","misc_pos",1.93,"Brent","Terrell","502 Rice Plaza Apt. 979","Port Ewen","NY",12466,41.8948,-73.9767,2471,"Heritage manager","1966-01-21","3f53debcf7e05baac097cca016e0841e",1367131341,42.528164,-73.790659,0
"2019-02-09 16:54:47",3560725013359375,"fraud_Ziemann-Waters","health_fitness",148.28,"Brooke","Smith","63542 Luna Brook Apt. 012","Notrees","TX",79759,31.8599,-102.7413,23,"Cytogeneticist","1969-09-15","f20e9af5f77c4c2d600d0c5a0e7b7b84",1328806487,31.760809,-101.887041,0
"2019-01-21 05:45:39",501899453424,"fraud_Grimes LLC","entertainment",18.87,"Jessica","Dominguez","06393 Nancy Parkways Suite 855","Gadsden","AL",35903,33.9845,-85.9077,67082,"Ceramics designer","1970-01-08","7455f4f0cef1b6e24c98e8bd49694f67",1327124739,34.662807,-85.709441,0
"2020-03-16 03:23:23",3576281490078437,"""fraud_Lockman, West and Runte""","grocery_pos",104.47,"Chris","Dixon","919 Miller Isle","Williams","IN",47470,38.7735,-86.6285,1735,"Financial adviser","1990-06-13","a5281cf527bbadd35feb0ebe755b8768",1363404203,38.786147,-86.384487,0
"2020-05-12 03:16:28",4671727014157745,"fraud_Jaskolski-Vandervort","misc_net",11.1,"Kenneth","Edwards","3653 Ryan Crossroad","Andrews","IN",46702,40.8618,-85.6067,2304,"Retail banker","1955-07-25","bac864e7fe08f102f07fad4a34eb79ee",1368328588,39.965746,-84.651844,0
"2020-01-18 06:26:08",6597888193422452,"fraud_Strosin-Cruickshank","grocery_pos",140.11,"Bill","Lane","4725 Hurst Curve Apt. 634","Holliday","TX",76366,33.6751,-98.6576,2317,"Chief Technology Officer","1964-08-23","485ac4ddd5ee4156060f88457d37756f",1358490368,33.01727,-97.97298,0
"2019-11-13 13:54:37",2254917871818484,"fraud_Jewess LLC","shopping_pos",1.02,"Margaret","Gibson","382 Williams Stream Suite 197","Scotland","MD",20687,38.0828,-76.3477,313,"Insurance underwriter","1976-03-26","425b188b8aff5bf1747c1dd7917b65a2",1352814877,37.303299,-77.129908,0
"2020-01-20 12:56:50",4119762878330989,"fraud_Pollich LLC","home",20.33,"Melinda","Gutierrez","1497 West Gateway","Eureka","IL",61530,40.7152,-89.2706,6713,"Archivist","1945-08-19","3ca6a94414e8c390120c9f4f0235d203",1358686610,41.628713,-89.334763,0
"2019-06-26 04:44:19",213112402583773,"fraud_Huels-Hahn","gas_transport",54.84,"Ana","Howell","4664 Sanchez Common Suite 930","Bradley","SC",29819,34.0326,-82.2027,1523,"Research scientist (physical sciences)","1984-06-03","7368183805dc38d5580fc3258d8149af",1340685859,34.665263,-81.982484,0
"2019-10-05 09:02:49",3573030041201292,"""fraud_Olson, Becker and Koch""","gas_transport",57.88,"Joanne","Williams","3638 Marsh Union","Altonah","UT",84002,40.3207,-110.436,302,"""Sales professional, IT""","1990-01-17","fba91d8ef37f6fa94f2839d8fbc262cd",1349427769,40.232728,-111.204788,0
"2020-05-12 01:48:08",4505383113689,"""fraud_Okuneva, Schneider and Rau""","shopping_pos",68.07,"Alicia","Hawkins","507 John Overpass Suite 424","Harwood","MD",20776,38.8582,-76.6145,3289,"Quantity surveyor","1933-03-15","7201854ad50bea9154b5d239fb794c15",1368323288,39.274081,-76.275203,0
"2019-12-20 16:30:09",30501624614310,"fraud_Schoen Ltd","kids_pets",21.39,"Amanda","Smith","180 Graves Shore","Scotia","SC",29939,32.6786,-81.2455,302,"Magazine features editor","1973-05-04","e8ba3f6ac332b5f7ef38123ea05aa0ee",1356021009,31.696992,-81.685395,0
"2020-06-16 22:17:31",3502088871723054,"fraud_Lind-Buckridge","entertainment",77.93,"Scott","Martin","31472 Cody Place Suite 740","Kensington","MD",20895,39.0298,-77.0793,19054,"Operations geologist","1976-09-08","fe5947d4ff92bf528760eb2a08966f19",1371421051,38.115643,-78.05906,0
"2019-12-08 19:08:13",4198470814557,"fraud_Reilly and Sons","health_fitness",10.24,"Christie","Williamson","519 Jerry Views","Avoca","IA",51521,41.4768,-95.3509,2036,"Engineering geologist","1971-08-20","83af29840af8e5e3b3a0fb6a2024942c",1354993693,41.688714,-95.895042,0
"2019-07-20 16:03:39",30442439074871,"fraud_Predovic Inc","shopping_net",1.34,"Linda","Sanchez","6574 William Hill Apt. 375","Jermyn","PA",18433,41.5744,-75.5881,6508,"Training and development officer","1981-06-22","f9f12228ae1152bfe8c9d66f3d001297",1342800219,41.733326,-75.867945,0
"2020-02-12 04:00:20",4755696071492,"fraud_Berge LLC","gas_transport",57.69,"Robert","Evans","01892 Patricia Vista Apt. 828","Sachse","TX",75048,32.9643,-96.6012,20328,"Site engineer","1985-06-20","3087dee2d65a538b0c0c786f11ce24b0",1360641620,32.859627,-96.362464,0
"2019-08-03 21:32:17",4587657402165341700,"""fraud_Turcotte, McKenzie and Koss""","entertainment",91.42,"Amber","Lewis","6296 John Keys Suite 858","Pembroke Township","IL",60958,41.0646,-87.5917,2135,"""Psychotherapist, child""","2004-05-08","b3bb2f318949c00a599929a25cdadf66",1344029537,41.933761,-88.310447,0
"2020-02-23 23:57:56",4586810168620942,"fraud_Kemmer-Buckridge","misc_pos",72.33,"Michelle","Gregory","6983 Carrillo Isle","Edisto Island","SC",29438,32.5486,-80.307,2408,"""Sales professional, IT""","1997-07-05","e2edaee1a49be008490900e772ebce92",1361663876,32.356844,-79.904522,0
"2019-04-13 21:53:01",4294930380592,"fraud_Schimmel-Olson","kids_pets",32.11,"Misty","Rivera","1980 Vasquez Manors Apt. 574","Catawba","VA",24070,37.3696,-80.1284,1363,"Equality and diversity officer","1940-08-23","17031b2e63abbf184290f1f987a64a8c",1334353981,38.336444,-80.043202,0
"2019-10-26 03:53:10",348789608637806,"fraud_Cummerata-Jones","gas_transport",58.3,"Megan","Murphy","53696 Laura Radial","Holstein","NE",68950,40.4542,-98.6538,331,"Telecommunications researcher","1950-08-19","8de0188fc0b258568f6c152939e48840",1351223590,39.525287,-98.463557,0
"2019-10-07 20:06:41",213186880359195,"""fraud_McCullough, Hudson and Schuster""","food_dining",68.41,"Craig","Franco","9242 Vanessa Ramp Apt. 525","Smithfield","IL",61477,40.4855,-90.2856,631,"Futures trader","1973-02-14","67f1ecc2b6f18eb0f2e0978a9ee8643e",1349640401,40.504777,-89.989055,0
"2019-01-15 19:43:09",30044330818990,"fraud_Kerluke-Abshire","shopping_net",176.34,"Allison","Ayala","87665 Karen Mill Apt. 586","Fort Myers","FL",33967,26.4722,-81.8122,224256,"Paramedic","1985-08-29","f8d0834543ab6f0801a179aec3e27dfe",1326656589,27.275363,-82.020614,0
"2019-06-23 23:13:14",371009169330125,"""fraud_Huel, Hammes and Witting""","grocery_pos",83,"Randall","Burgess","393 Carroll Route Suite 197","Norman Park","GA",31771,31.2462,-83.6549,5666,"Rural practice surveyor","2003-09-14","ca09ffa209c7577d1efe149bba7b6616",1340493194,31.64003,-84.480795,0
"2020-06-10 00:34:31",3514897282719543,"""fraud_Swaniawski, Lowe and Robel""","shopping_pos",4.37,"Steven","Faulkner","841 Cheryl Centers Suite 115","Farmington","NY",14425,42.958,-77.3083,10717,"Cytogeneticist","1952-10-13","2e1ac256d49e26edc56765b00cd2d242",1370824471,42.277141,-76.781811,0
"2019-10-17 23:30:06",3533742182628021,"fraud_Hickle Group","shopping_pos",6.65,"Robert","Haynes","857 Aaron Circles Suite 398","Johns Island","SC",29455,32.8357,-79.8217,20478,"Materials engineer","1997-06-04","850c0dafc11c17ae1de9a4a0499e736c",1350516606,32.795012,-79.641677,0
"2020-05-29 08:27:16",30266994494236,"""fraud_Goldner, Kovacek and Abbott""","grocery_pos",127.5,"Sarah","Foster","77872 Andrea Glen Apt. 543","Ford","VA",23850,37.1349,-77.7364,1051,"Chief Operating Officer","1976-11-21","29150158cded1ba9e403cbc7a7b2d0ea",1369816036,37.545727,-77.544207,0
"2019-12-01 16:06:14",30238755902988,"fraud_Auer-West","shopping_net",8.03,"Danielle","Yu","5395 Colon Burgs Suite 037","Thrall","TX",76578,30.592,-97.2893,1766,"Press sub","1976-01-02","74b2ef5f8e0268d5489b91c2180a0b97",1354377974,29.895226,-97.724244,0
"2019-07-16 02:40:54",374125201044065,"""fraud_Schneider, Hayes and Nikolaus""","food_dining",110.67,"Christopher","Gilbert","20937 Reed Lakes Apt. 271","Washington","DC",20012,38.9757,-77.0282,601723,"""Optician, dispensing""","1970-07-20","bf8a6f62f0cc7bd38d54cf2a8ab8a917",1342406454,39.616093,-77.498633,0
"2019-04-11 14:25:06",4561546772499,"""fraud_Lang, Towne and Schuppe""","kids_pets",40.4,"Daniel","Briggs","7118 Jessica Unions Apt. 789","Moriarty","NM",87035,34.9889,-106.0609,7268,"""Therapist, art""","1988-08-04","e38be6dbfc4360fab86bbe7f4ff26158",1334154306,35.103706,-106.542366,0
"2019-11-30 05:09:07",4586810168620942,"""fraud_Kutch, Hermiston and Farrell""","gas_transport",40.81,"Michelle","Gregory","6983 Carrillo Isle","Edisto Island","SC",29438,32.5486,-80.307,2408,"""Sales professional, IT""","1997-07-05","99d341f8dfdbabf5ff95c094261d8b4b",1354252147,32.134017,-80.615514,0
"2019-06-14 07:18:59",3591919803438423,"fraud_Morar Inc","grocery_net",68.63,"Brian","Williams","32941 Krystal Mill Apt. 552","Titusville","FL",32780,28.5697,-80.8191,54767,"Set designer","1987-07-25","14d68979fc8d7ef01736ec78cd7eb520",1339658339,28.062606,-80.03352,0
"2019-12-07 10:11:26",583699482621,"fraud_Barton Inc","grocery_pos",62.45,"Jennifer","Jones","5572 Kelly Plains Apt. 952","Waupaca","WI",54981,44.3481,-89.1101,15426,"""Engineer, civil (contracting)""","1936-07-22","2e79a0c13b63ac95093f1c7ee7445f84",1354875086,44.507486,-88.280551,0
"2019-09-24 23:23:41",3592931352252641,"fraud_Champlin-Casper","home",21.85,"Dylan","Garcia","923 Jordan Road","Afton","MN",55001,44.8696,-92.8234,2916,"Barrister's clerk","1935-06-29","9bd2c299621d7c84a0a2e9dd01f4e034",1348529021,44.451806,-92.38959,0
"2019-11-13 06:34:33",213186551511454,"""fraud_Casper, Hand and Zulauf""","grocery_pos",101.48,"Cody","Dean","737 Thomas Wall Apt. 502","West Bethel","ME",4286,44.402,-70.8601,47,"Chief Operating Officer","1951-03-31","f9fbdc38fdcb1dcc98ee7652896e3212",1352788473,45.369803,-70.309315,0
"2019-09-07 20:24:17",4917226033950,"fraud_Erdman-Schaden","personal_care",5.86,"Adam","Keller","32600 Cobb Curve","Sardis","AL",36775,32.2844,-86.992,800,"Learning disability nurse","1932-09-17","87c0e408fbe4f9c5ee6990ba324187b4",1347049457,33.18036,-86.446487,0
"2019-06-27 19:13:42",4629451965224809,"fraud_Goyette Inc","shopping_net",3,"Karen","Warren","4900 Curtis Gardens Suite 952","Hahira","GA",31632,30.9416,-83.3574,10295,"""Teacher, special educational needs""","1997-12-26","06a7795cd1a42356e67c7021544bbbc7",1340824422,31.416723,-82.58248,0
"2019-07-25 07:55:38",3521815216091574,"fraud_Bartoletti-Wunsch","gas_transport",75.4,"Wayne","Marsh","172 Leonard Island","Dumont","CO",80436,39.7532,-105.6356,565,"Mental health nurse","1978-08-27","696c7e8a71a494c7d3dd3adcee2787eb",1343202938,39.280863,-106.405376,0
"2020-01-05 18:57:04",4560395181594436000,"fraud_Pagac LLC","shopping_pos",740.71,"Angela","Taylor","6343 Ramirez Skyway Apt. 518","Lakeport","CA",95453,39.047,-122.9328,11256,"Podiatrist","1972-10-18","24752d5a340a82a44b664b6f01bc55f7",1357412224,39.828855,-122.206828,0
"2019-12-20 21:29:29",4797297220948469000,"""fraud_Rohan, White and Aufderhar""","misc_net",5.8,"Erica","Briggs","3310 Davidson Spurs Apt. 107","Oolitic","IN",47451,38.8938,-86.5246,1228,"Counsellor","1991-03-13","c7d0816ede9758563e9d33e71748bc81",1356038969,38.072663,-86.298081,0
"2019-01-06 18:17:39",3567879740649740,"""fraud_Brown, Homenick and Lesch""","health_fitness",5.07,"Tanya","Williams","566 Megan Well","Brownville","NY",13615,44.0577,-76.0196,1271,"""Producer, radio""","1958-08-14","ef327dc23aac6183047455e6ad1cf471",1325873859,44.333998,-75.564869,0
"2020-01-16 12:01:10",180072527505094,"fraud_Wilkinson LLC","personal_care",162.73,"Cody","Miller","25748 John Wells","Mooresville","NC",28117,35.584,-80.8685,69793,"Control and instrumentation engineer","1953-12-08","58c2624da34efaf959f15f715bf7c779",1358337670,35.115639,-81.482624,0
"2019-12-02 13:04:39",6011504998544485,"fraud_Kilback Group","food_dining",3.64,"Ashley","Whitney","4038 Smith Avenue","Jones","AL",36749,32.5104,-86.8138,1089,"Materials engineer","1971-11-02","1d4fcfc9f49795bdb582255d72d06d09",1354453479,33.346102,-86.881659,0
"2020-03-10 09:21:00",6011393492413821,"fraud_DuBuque LLC","grocery_pos",79.98,"Natalie","Watson","386 James Roads Apt. 233","Los Angeles","CA",90014,34.0443,-118.2509,2383912,"""Journalist, newspaper""","1959-05-30","b377ee96fd528bb77c960f3c8ce5f186",1362907260,34.804625,-118.010701,0
"2019-02-03 18:50:26",5359543825610251,"fraud_Bahringer Group","health_fitness",30.67,"Michael","Francis","1833 Jeanette Stravenue","Belgrade","MT",59714,45.7801,-111.1439,18182,"""Engineer, drilling""","1975-06-29","3ce93f24566f237db62cfd9a5b5338cd",1328295026,46.083887,-111.283715,0
"2019-11-28 15:40:11",4195740185974,"fraud_Dickinson Ltd","personal_care",4.71,"Benjamin","Robinson","0701 John Ranch","Portland","OR",97210,45.5303,-122.7033,841711,"""Engineer, building services""","1963-04-04","c33c24ad2b8729baf52ef448e115aff4",1354117211,44.985719,-122.783333,0
"2019-05-26 15:16:25",30328384440870,"""fraud_Fadel, Mertz and Rippin""","entertainment",23.5,"Helen","Campbell","182 Sergio Summit Apt. 129","Browning","MO",64630,40.029,-93.1607,602,"Cytogeneticist","1954-07-14","14fbb36501f471a760e5a6872dd65778",1338045385,39.635231,-93.016753,0
"2019-10-16 02:57:26",180048185037117,"fraud_O'Keefe-Hudson","grocery_pos",189.25,"Mary","Wall","2481 Mills Lock","Plainfield","NJ",7060,40.6152,-74.415,71485,"Leisure centre manager","1974-07-19","25c6a0fed880b1ba6522865326e4a3be",1350356246,41.280937,-73.960961,0
"2020-06-18 14:56:35",30273037698427,"fraud_Howe Ltd","misc_pos",254.62,"Andrew","Patterson","06959 Stephen Branch Suite 246","Thida","AR",72165,35.5762,-91.4539,111,"Careers information officer","2000-06-13","229927ba88261f86325d67bd80cc25b0",1371567395,34.626538,-92.354988,0
"2020-03-15 00:17:04",5388659976630693,"fraud_Cole PLC","grocery_pos",119.41,"Charles","Preston","5364 William Harbor","Seneca","WI",54654,43.2064,-90.9405,153,"Quantity surveyor","1962-02-14","6bf715b06d80ff72f830dc430fdd90a7",1363306624,43.529,-91.177808,0
"2019-12-30 06:18:20",4707867759656333,"""fraud_Reichert, Shanahan and Hayes""","shopping_net",1.77,"Susan","Shah","9016 Jordan Bypass Apt. 516","Cranks","KY",40820,36.7558,-83.1838,581,"""Psychologist, counselling""","1967-02-04","bef26cdf17bc12e24b915d668e59e1eb",1356848300,37.204117,-83.133679,0
"2020-05-03 11:56:43",4260059589824237,"fraud_Block Group","misc_pos",14.65,"Aaron","Rogers","969 Huerta Path Apt. 270","Valentine","NE",69201,42.8062,-100.6215,4005,"Network engineer","1945-03-15","94c34cf46d95a4f3efc7941edc4b27f1",1367582203,42.140125,-101.091608,0
"2019-09-30 20:17:08",36913587729122,"fraud_Kertzmann LLC","health_fitness",47.23,"Ana","Mccormick","4503 Patricia Route","Meridian","ID",83646,43.6498,-116.4306,84106,"Intelligence analyst","1971-02-11","0dc9ec011c3019be8410697e0081af12",1349036228,43.066768,-116.57762,0
"2019-06-02 18:18:14",38052002992326,"""fraud_Dare, Fritsch and Zboncak""","health_fitness",44.71,"Anna","Logan","3522 Park Wells Suite 528","Cleveland","TX",77327,30.33,-95.0202,34153,"Building surveyor","1995-09-11","4c845748cd50d0b9a13e76cf02d8c658",1338661094,29.959558,-94.687342,0
